date,transaction_id,description,category,type,amount,balance
15-08-2023,TX00707,Daily Sales Deposit,Sales Revenue,Credit,652,436988
16-08-2023,TX00708,Daily Sales Deposit,Sales Revenue,Credit,759,437747
17-08-2023,TX00709,Daily Sales Deposit,Sales Revenue,Credit,647,438394
18-08-2023,TX00710,Daily Sales Deposit,Sales Revenue,Credit,809,439203
19-08-2023,TX00711,Daily Sales Deposit,Sales Revenue,Credit,992,440195
19-08-2023,TX00712,Coffee Supplier Payment,COGS,Debit,206,439989
20-08-2023,TX00713,Daily Sales Deposit,Sales Revenue,Credit,812,440801
21-08-2023,TX00714,Daily Sales Deposit,Sales Revenue,Credit,740,441541
22-08-2023,TX00715,Daily Sales Deposit,Sales Revenue,Credit,875,442416
23-08-2023,TX00716,Daily Sales Deposit,Sales Revenue,Credit,760,443176
24-08-2023,TX00717,Daily Sales Deposit,Sales Revenue,Credit,714,443890
25-08-2023,TX00718,Daily Sales Deposit,Sales Revenue,Credit,598,444488
26-08-2023,TX00719,Daily Sales Deposit,Sales Revenue,Credit,740,445228
26-08-2023,TX00720,Coffee Supplier Payment,COGS,Debit,277,444951
27-08-2023,TX00721,Daily Sales Deposit,Sales Revenue,Credit,561,445512
28-08-2023,TX00722,Daily Sales Deposit,Sales Revenue,Credit,502,446014
29-08-2023,TX00723,Daily Sales Deposit,Sales Revenue,Credit,985,446999
30-08-2023,TX00724,Daily Sales Deposit,Sales Revenue,Credit,880,447879
31-08-2023,TX00725,Daily Sales Deposit,Sales Revenue,Credit,828,448707
01-09-2023,TX00726,Daily Sales Deposit,Sales Revenue,Credit,1056,449763
01-09-2023,TX00727,Utility Bill Payment,Operating Expense,Debit,204,449559
02-09-2023,TX00728,Daily Sales Deposit,Sales Revenue,Credit,822,450381
02-09-2023,TX00729,Utility Bill Payment,Operating Expense,Debit,236,450145
03-09-2023,TX00730,Daily Sales Deposit,Sales Revenue,Credit,1108,451253
04-09-2023,TX00731,Daily Sales Deposit,Sales Revenue,Credit,869,452122
05-09-2023,TX00732,Daily Sales Deposit,Sales Revenue,Credit,739,452861
06-09-2023,TX00733,Daily Sales Deposit,Sales Revenue,Credit,1094,453955
06-09-2023,TX00734,Utility Bill Payment,Operating Expense,Debit,223,453732
07-09-2023,TX00735,Daily Sales Deposit,Sales Revenue,Credit,1088,454820
07-09-2023,TX00736,Rent Payment,Operating Expense,Debit,136,454684
08-09-2023,TX00737,Daily Sales Deposit,Sales Revenue,Credit,875,455559
09-09-2023,TX00738,Daily Sales Deposit,Sales Revenue,Credit,1152,456711
10-09-2023,TX00739,Daily Sales Deposit,Sales Revenue,Credit,813,457524
11-09-2023,TX00740,Daily Sales Deposit,Sales Revenue,Credit,923,458447
12-09-2023,TX00741,Daily Sales Deposit,Sales Revenue,Credit,814,459261
13-09-2023,TX00742,Daily Sales Deposit,Sales Revenue,Credit,755,460016
14-09-2023,TX00743,Daily Sales Deposit,Sales Revenue,Credit,739,460755
15-09-2023,TX00744,Daily Sales Deposit,Sales Revenue,Credit,936,461691
16-09-2023,TX00745,Daily Sales Deposit,Sales Revenue,Credit,915,462606
17-09-2023,TX00746,Daily Sales Deposit,Sales Revenue,Credit,867,463473
18-09-2023,TX00747,Daily Sales Deposit,Sales Revenue,Credit,758,464231
19-09-2023,TX00748,Daily Sales Deposit,Sales Revenue,Credit,868,465099
20-09-2023,TX00749,Daily Sales Deposit,Sales Revenue,Credit,744,465843
21-09-2023,TX00750,Daily Sales Deposit,Sales Revenue,Credit,869,466712
21-09-2023,TX00751,Rent Payment,Operating Expense,Debit,254,466458
22-09-2023,TX00752,Daily Sales Deposit,Sales Revenue,Credit,706,467164
23-09-2023,TX00753,Daily Sales Deposit,Sales Revenue,Credit,744,467908
24-09-2023,TX00754,Daily Sales Deposit,Sales Revenue,Credit,1198,469106
25-09-2023,TX00755,Daily Sales Deposit,Sales Revenue,Credit,1125,470231
25-09-2023,TX00756,Maintenance Payment,Operating Expense,Debit,462,469769
26-09-2023,TX00757,Daily Sales Deposit,Sales Revenue,Credit,857,470626
27-09-2023,TX00758,Daily Sales Deposit,Sales Revenue,Credit,781,471407
28-09-2023,TX00759,Daily Sales Deposit,Sales Revenue,Credit,905,472312
29-09-2023,TX00760,Daily Sales Deposit,Sales Revenue,Credit,711,473023
29-09-2023,TX00761,Maintenance Payment,Operating Expense,Debit,323,472700
30-09-2023,TX00762,Daily Sales Deposit,Sales Revenue,Credit,745,473445
01-10-2023,TX00763,Daily Sales Deposit,Sales Revenue,Credit,932,474377
02-10-2023,TX00764,Daily Sales Deposit,Sales Revenue,Credit,922,475299
03-10-2023,TX00765,Daily Sales Deposit,Sales Revenue,Credit,1147,476446
04-10-2023,TX00766,Daily Sales Deposit,Sales Revenue,Credit,862,477308
04-10-2023,TX00767,Bakery Payment,COGS,Debit,173,477135
05-10-2023,TX00768,Daily Sales Deposit,Sales Revenue,Credit,923,478058
06-10-2023,TX00769,Daily Sales Deposit,Sales Revenue,Credit,1111,479169
07-10-2023,TX00770,Daily Sales Deposit,Sales Revenue,Credit,921,480090
08-10-2023,TX00771,Daily Sales Deposit,Sales Revenue,Credit,977,481067
09-10-2023,TX00772,Daily Sales Deposit,Sales Revenue,Credit,1051,482118
10-10-2023,TX00773,Daily Sales Deposit,Sales Revenue,Credit,1023,483141
11-10-2023,TX00774,Daily Sales Deposit,Sales Revenue,Credit,716,483857
12-10-2023,TX00775,Daily Sales Deposit,Sales Revenue,Credit,1100,484957
13-10-2023,TX00776,Daily Sales Deposit,Sales Revenue,Credit,892,485849
13-10-2023,TX00777,Utility Bill Payment,Operating Expense,Debit,219,485630
14-10-2023,TX00778,Daily Sales Deposit,Sales Revenue,Credit,909,486539
15-10-2023,TX00779,Daily Sales Deposit,Sales Revenue,Credit,891,487430
16-10-2023,TX00780,Daily Sales Deposit,Sales Revenue,Credit,903,488333
17-10-2023,TX00781,Daily Sales Deposit,Sales Revenue,Credit,926,489259
18-10-2023,TX00782,Daily Sales Deposit,Sales Revenue,Credit,1159,490418
18-10-2023,TX00783,Bakery Payment,COGS,Debit,494,489924
19-10-2023,TX00784,Daily Sales Deposit,Sales Revenue,Credit,833,490757
20-10-2023,TX00785,Daily Sales Deposit,Sales Revenue,Credit,1115,491872
21-10-2023,TX00786,Daily Sales Deposit,Sales Revenue,Credit,757,492629
21-10-2023,TX00787,Maintenance Payment,Operating Expense,Debit,325,492304
22-10-2023,TX00788,Daily Sales Deposit,Sales Revenue,Credit,703,493007
23-10-2023,TX00789,Daily Sales Deposit,Sales Revenue,Credit,1096,494103
24-10-2023,TX00790,Daily Sales Deposit,Sales Revenue,Credit,970,495073
25-10-2023,TX00791,Daily Sales Deposit,Sales Revenue,Credit,856,495929
26-10-2023,TX00792,Daily Sales Deposit,Sales Revenue,Credit,987,496916
26-10-2023,TX00793,Utility Bill Payment,Operating Expense,Debit,183,496733
27-10-2023,TX00794,Daily Sales Deposit,Sales Revenue,Credit,726,497459
28-10-2023,TX00795,Daily Sales Deposit,Sales Revenue,Credit,1081,498540
28-10-2023,TX00796,Maintenance Payment,Operating Expense,Debit,191,498349
29-10-2023,TX00797,Daily Sales Deposit,Sales Revenue,Credit,720,499069
30-10-2023,TX00798,Daily Sales Deposit,Sales Revenue,Credit,1056,500125
31-10-2023,TX00799,Daily Sales Deposit,Sales Revenue,Credit,961,501086
01-11-2023,TX00800,Daily Sales Deposit,Sales Revenue,Credit,1152,502238
02-11-2023,TX00801,Daily Sales Deposit,Sales Revenue,Credit,956,503194
03-11-2023,TX00802,Daily Sales Deposit,Sales Revenue,Credit,1121,504315
04-11-2023,TX00803,Daily Sales Deposit,Sales Revenue,Credit,1144,505459
05-11-2023,TX00804,Daily Sales Deposit,Sales Revenue,Credit,1196,506655
06-11-2023,TX00805,Daily Sales Deposit,Sales Revenue,Credit,711,507366
07-11-2023,TX00806,Daily Sales Deposit,Sales Revenue,Credit,1191,508557
08-11-2023,TX00807,Daily Sales Deposit,Sales Revenue,Credit,771,509328
08-11-2023,TX00808,Maintenance Payment,Operating Expense,Debit,244,509084
09-11-2023,TX00809,Daily Sales Deposit,Sales Revenue,Credit,1008,510092
09-11-2023,TX00810,Coffee Supplier Payment,COGS,Debit,126,509966
10-11-2023,TX00811,Daily Sales Deposit,Sales Revenue,Credit,1199,511165
10-11-2023,TX00812,Rent Payment,Operating Expense,Debit,448,510717
11-11-2023,TX00813,Daily Sales Deposit,Sales Revenue,Credit,880,511597
12-11-2023,TX00814,Daily Sales Deposit,Sales Revenue,Credit,1077,512674
13-11-2023,TX00815,Daily Sales Deposit,Sales Revenue,Credit,745,513419
14-11-2023,TX00816,Daily Sales Deposit,Sales Revenue,Credit,921,514340
14-11-2023,TX00817,Rent Payment,Operating Expense,Debit,372,513968
15-11-2023,TX00818,Daily Sales Deposit,Sales Revenue,Credit,1039,515007
16-11-2023,TX00819,Daily Sales Deposit,Sales Revenue,Credit,865,515872
17-11-2023,TX00820,Daily Sales Deposit,Sales Revenue,Credit,1143,517015
17-11-2023,TX00821,Coffee Supplier Payment,COGS,Debit,216,516799
18-11-2023,TX00822,Daily Sales Deposit,Sales Revenue,Credit,1043,517842
19-11-2023,TX00823,Daily Sales Deposit,Sales Revenue,Credit,763,518605
20-11-2023,TX00824,Daily Sales Deposit,Sales Revenue,Credit,771,519376
21-11-2023,TX00825,Daily Sales Deposit,Sales Revenue,Credit,1177,520553
22-11-2023,TX00826,Daily Sales Deposit,Sales Revenue,Credit,1065,521618
23-11-2023,TX00827,Daily Sales Deposit,Sales Revenue,Credit,865,522483
24-11-2023,TX00828,Daily Sales Deposit,Sales Revenue,Credit,1000,523483
25-11-2023,TX00829,Daily Sales Deposit,Sales Revenue,Credit,801,524284
26-11-2023,TX00830,Daily Sales Deposit,Sales Revenue,Credit,966,525250
27-11-2023,TX00831,Daily Sales Deposit,Sales Revenue,Credit,787,526037
27-11-2023,TX00832,Bakery Payment,COGS,Debit,175,525862
28-11-2023,TX00833,Daily Sales Deposit,Sales Revenue,Credit,745,526607
28-11-2023,TX00834,Rent Payment,Operating Expense,Debit,179,526428
29-11-2023,TX00835,Daily Sales Deposit,Sales Revenue,Credit,847,527275
30-11-2023,TX00836,Daily Sales Deposit,Sales Revenue,Credit,1123,528398
30-11-2023,TX00837,Coffee Supplier Payment,COGS,Debit,452,527946
01-12-2023,TX00838,Daily Sales Deposit,Sales Revenue,Credit,924,528870
01-12-2023,TX00839,Rent Payment,Operating Expense,Debit,176,528694
02-12-2023,TX00840,Daily Sales Deposit,Sales Revenue,Credit,853,529547
03-12-2023,TX00841,Daily Sales Deposit,Sales Revenue,Credit,893,530440
04-12-2023,TX00842,Daily Sales Deposit,Sales Revenue,Credit,789,531229
05-12-2023,TX00843,Daily Sales Deposit,Sales Revenue,Credit,1197,532426
06-12-2023,TX00844,Daily Sales Deposit,Sales Revenue,Credit,805,533231
06-12-2023,TX00845,Utility Bill Payment,Operating Expense,Debit,404,532827
07-12-2023,TX00846,Daily Sales Deposit,Sales Revenue,Credit,1016,533843
08-12-2023,TX00847,Daily Sales Deposit,Sales Revenue,Credit,1089,534932
09-12-2023,TX00848,Daily Sales Deposit,Sales Revenue,Credit,772,535704
09-12-2023,TX00849,Coffee Supplier Payment,COGS,Debit,140,535564
10-12-2023,TX00850,Daily Sales Deposit,Sales Revenue,Credit,903,536467
11-12-2023,TX00851,Daily Sales Deposit,Sales Revenue,Credit,877,537344
12-12-2023,TX00852,Daily Sales Deposit,Sales Revenue,Credit,783,538127
13-12-2023,TX00853,Daily Sales Deposit,Sales Revenue,Credit,950,539077
14-12-2023,TX00854,Daily Sales Deposit,Sales Revenue,Credit,1158,540235
15-12-2023,TX00855,Daily Sales Deposit,Sales Revenue,Credit,1087,541322
16-12-2023,TX00856,Daily Sales Deposit,Sales Revenue,Credit,721,542043
17-12-2023,TX00857,Daily Sales Deposit,Sales Revenue,Credit,702,542745
17-12-2023,TX00858,Coffee Supplier Payment,COGS,Debit,287,542458
18-12-2023,TX00859,Daily Sales Deposit,Sales Revenue,Credit,713,543171
18-12-2023,TX00860,Rent Payment,Operating Expense,Debit,111,543060
19-12-2023,TX00861,Daily Sales Deposit,Sales Revenue,Credit,1096,544156
20-12-2023,TX00862,Daily Sales Deposit,Sales Revenue,Credit,942,545098
21-12-2023,TX00863,Daily Sales Deposit,Sales Revenue,Credit,754,545852
22-12-2023,TX00864,Daily Sales Deposit,Sales Revenue,Credit,872,546724
22-12-2023,TX00865,Maintenance Payment,Operating Expense,Debit,218,546506
23-12-2023,TX00866,Daily Sales Deposit,Sales Revenue,Credit,882,547388
23-12-2023,TX00867,Coffee Supplier Payment,COGS,Debit,399,546989
24-12-2023,TX00868,Daily Sales Deposit,Sales Revenue,Credit,1153,548142
25-12-2023,TX00869,Daily Sales Deposit,Sales Revenue,Credit,849,548991
26-12-2023,TX00870,Daily Sales Deposit,Sales Revenue,Credit,1011,550002
27-12-2023,TX00871,Daily Sales Deposit,Sales Revenue,Credit,830,550832
27-12-2023,TX00872,Utility Bill Payment,Operating Expense,Debit,342,550490
28-12-2023,TX00873,Daily Sales Deposit,Sales Revenue,Credit,1144,551634
28-12-2023,TX00874,Bakery Payment,COGS,Debit,306,551328
29-12-2023,TX00875,Daily Sales Deposit,Sales Revenue,Credit,1090,552418
30-12-2023,TX00876,Daily Sales Deposit,Sales Revenue,Credit,1049,553467
31-12-2023,TX00877,Daily Sales Deposit,Sales Revenue,Credit,1141,554608
